Sarasota|http://www.SC-PA.com|http://www.sarasotataxcollector.com/|http://www.sarasotaclerk.com/records/board-records/value-adjustment-board
Seminole|http://www.scpafl.org/|https://seminolecounty.tax/|https://www.seminoleclerk.org/value-adjustment-board/
St. Johns|http://www.sjcpa.us|http://www.sjctax.us/|https://stjohnsclerk.com/vab/
St. Lucie|http://www.paslc.org/|http://www.tcslc.com/|https://stlucieclerk.gov/services/value-adjustment-board
Sumter|http://www.SumterPA.com|http://www.sumtertaxcollector.com/|http://www.sumterclerk.com/index.cfm/value-adjustment-board
Suwannee|http://www.suwanneepa.com/|https://suwtax.com/|http://suwgov.org/index.php/value/
Taylor|https://qpublic.net/fl/taylor/|http://www.taylorcountytaxcollector.com/|https://www.taylorclerk.com/value-adjustment-board/
Union|http://union.floridapa.com|https://unioncountytc.com/|https://unionclerk.com/value-adjustment-board/
Volusia|https://vcpa.vcgov.org/|http://www.vctaxcollector.org|https://www.volusia.org/government/county-council/advisory-boards/value-adjustment-board.stml
Wakulla|https://mywakullapa.com/|http://www.wakullacountytaxcollector.com/|http://www.wakullaclerk.com/vab.asp
Walton|http://www.waltonpa.com/|http://www.waltontaxcollector.com/|https://waltonclerk.com/vab
Washington|http://www.qpublic.net/washington/|http://www.washingtoncountytaxcollector.com/|http://www.washingtonclerk.com/additional-information/value-adjustment-board/
