state,county,source_id,source_name,category,acquisition_mechanism,adapter_implemented,discovery_status,verification_status,technical_status,technical_testing_permitted,authorization_status,production_status,records_seen,records_acquired,coverage_percentage,last_success,failure_reason,notes
TX,Bastrop,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Baylor,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Bee,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Bell,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Bexar,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Blanco,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Borden,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Bosque,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Bowie,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Brazoria,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Brazos,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Brewster,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Briscoe,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Brooks,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Brown,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Burleson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Burnet,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Caldwell,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Calhoun,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Callahan,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cameron,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Camp,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Carson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cass,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Castro,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Chambers,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cherokee,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Childress,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Clay,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cochran,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Coke,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Coleman,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Collin,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Collingsworth,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Colorado,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Comal,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Comanche,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Concho,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cooke,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Coryell,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Cottle,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Crane,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Crockett,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Crosby,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Culberson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Dallam,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Dallas,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Dallas,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Dawson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,DeWitt,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Deaf Smith,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Delta,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Denton,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Dickens,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Dimmit,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Donley,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Duval,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Eastland,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Ector,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Edwards,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,El Paso,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,El Paso,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Ellis,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Erath,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Falls,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Fannin,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Fayette,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Fisher,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Floyd,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Foard,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Fort Bend,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Franklin,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Freestone,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Frio,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Gaines,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Galveston,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Galveston,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Garza,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Gillespie,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Glasscock,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Goliad,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Gonzales,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Gray,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Grayson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Gregg,tx_realauction,Texas RealAuction/RealForeclose county sites (sheriffsaleauctions.com / realforeclose.com),AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,0,0,,,,
TX,Grimes,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Guadalupe,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hale,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hall,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hamilton,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hansford,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hardeman,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hardin,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Harris,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Harrison,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hartley,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Haskell,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hays,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hemphill,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Henderson,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
TX,Hidalgo,tx_lgbs,Linebarger Goggan Blair & Sampson - taxsales.lgbs.com public API,AUCTION|MINIMUM_BID|MARKET_VALUE|GIS,JSON_API,YES,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_READY,YES,APPROVED,ENABLED,0,0,,,,
TX,Hill,,,,NONE,NO,NOT_FOUND,UNVERIFIED,DISCOVERED,NO,UNKNOWN,NOT_ENABLED,0,0,,,NO_SOURCE_IDENTIFIED,no promotable source named for this county in the Phase 33/35 coverage matrix
