state,county,source_id_or_label,category,in_source_registry,discovered,verification_status,technical_acquisition_status,authorization_status_for_customer_display,production_enabled_for_customer_display,evidence_reference
TX,Archer,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Archer,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Armstrong,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Armstrong,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Armstrong,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Atascosa,tx_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_realauction), docs/realauction-rights-audit.md"
TX,Atascosa,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Atascosa,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Austin,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Austin,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Austin,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bailey,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bailey,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bailey,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bandera,MVBA,auction,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,BLOCKED,NO,data/tx_county_coverage_matrix.csv
TX,Bandera,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bandera,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bastrop,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bastrop,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bastrop,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Baylor,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Baylor,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Baylor,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bee,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bee,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bee,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bell,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bell,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bell,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bexar,tx_lgbs,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_lgbs), docs/lgbs-rights-audit.md"
TX,Bexar,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bexar,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Blanco,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Blanco,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Blanco,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Borden,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Borden,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Borden,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bosque,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bosque,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bosque,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bowie,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Bowie,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Bowie,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brazoria,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brazoria,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Brazoria,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brazos,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brazos,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Brazos,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brewster,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brewster,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Brewster,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Briscoe,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Briscoe,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Briscoe,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brooks,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brooks,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Brooks,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brown,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Brown,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Brown,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Burleson,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Burleson,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Burleson,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Burnet,MVBA,auction,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,BLOCKED,NO,data/tx_county_coverage_matrix.csv
TX,Burnet,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Burnet,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Caldwell,tx_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_realauction), docs/realauction-rights-audit.md"
TX,Caldwell,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Caldwell,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Calhoun,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Calhoun,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Calhoun,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Callahan,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Callahan,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Callahan,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cameron,tx_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_realauction), docs/realauction-rights-audit.md"
TX,Cameron,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cameron,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Camp,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Camp,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Camp,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Carson,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Carson,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Carson,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cass,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cass,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cass,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Castro,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Castro,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Castro,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Chambers,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Chambers,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Chambers,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cherokee,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cherokee,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cherokee,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Childress,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Childress,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Childress,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Clay,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Clay,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Clay,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cochran,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cochran,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cochran,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coke,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coke,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Coke,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coleman,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coleman,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Coleman,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Collin,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Collin,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Collin,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Collingsworth,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Collingsworth,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Collingsworth,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Colorado,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Colorado,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Colorado,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Comal,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Comal,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Comal,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Comanche,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Comanche,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Comanche,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Concho,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Concho,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Concho,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cooke,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cooke,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cooke,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coryell,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Coryell,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Coryell,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cottle,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Cottle,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Cottle,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crane,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crane,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Crane,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crockett,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crockett,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Crockett,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crosby,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Crosby,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Crosby,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Culberson,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Culberson,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Culberson,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Dallam,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Dallam,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Dallam,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Dallas,tx_lgbs,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_lgbs), docs/lgbs-rights-audit.md"
TX,Dallas,tx_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"harvesters/texas_harvester.py (harvest_realauction), docs/realauction-rights-audit.md"
TX,Dallas,Texas Comptroller county directory,appraisal_district,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Dallas,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Dawson,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,Dawson,Texas Comptroller county directory,appraisal_district,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/tx_county_coverage_matrix.csv
TX,Dawson,UNKNOWN,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
TX,DeWitt,UNKNOWN,auction,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/tx_county_coverage_matrix.csv
