state,county,provider,source,field_category,technical_access,automated_access,storage,caching,derivation,customer_display,export,api,image_use,document_use,commercial_use,authorization_required,legal_status,evidence_url,reviewed_at,notes
TX,ALL,Texas Comptroller of Public Accounts,tx_comptroller_directory,DIRECTORY,YES,ROBOTS_ALLOWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/,2026-09-16,254/254 county pages read this phase. robots.txt Allow: /taxes/. Terms of use NOT reviewed.
FL,ALL,Florida Department of Revenue,fl_dor_local_officials,DIRECTORY,YES,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,All 67 counties read from the page's own dropdowns. Terms of use NOT reviewed.
FL,Alachua,County Property Appraiser,http://www.acpafl.org/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Bradford,County Clerk / Value Adjustment Board,https://bradfordclerk.com/value-adjustment-board/,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Brevard,County Property Appraiser,https://www.bcpao.us/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Brevard,County Tax Collector,http://www.brevardtaxcollector.com/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Brevard,County Clerk / Value Adjustment Board,http://brevardclerk.us/Value-Adjustment-Board,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Broward,County Property Appraiser,http://www.bcpa.net,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Broward,County Tax Collector,https://www.browardtax.org/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Broward,County Clerk / Value Adjustment Board,http://www.broward.org/VAB/Pages/Welcome.aspx,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Calhoun,County Property Appraiser,http://www.qpublic.net/calhoun/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Calhoun,County Tax Collector,http://www.calhouncountytaxcollector.com/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Calhoun,County Clerk / Value Adjustment Board,https://www.calhounclerk.com/value-adjustment-board/,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Charlotte,County Property Appraiser,https://www.ccappraiser.com/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Charlotte,County Tax Collector,https://taxcollector.charlottecountyfl.gov/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Charlotte,County Clerk / Value Adjustment Board,https://charlotteclerk.com/departments/vab/,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Citrus,County Property Appraiser,https://www.citruspa.org/_dnn/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Citrus,County Tax Collector,http://www.citrustc.us/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Citrus,County Clerk / Value Adjustment Board,https://www.citrusclerk.org/234/Value-Adjustment-Board-VAB,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Clay,County Property Appraiser,http://www.ccpao.com/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Clay,County Tax Collector,http://www.claycountytax.com,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Clay,County Clerk / Value Adjustment Board,https://claycounty.novusagenda.com/agendapublic/Boards.aspx?BoardID=14,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Collier,County Property Appraiser,http://www.collierappraiser.com/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Collier,County Tax Collector,http://www.colliertax.com/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Collier,County Clerk / Value Adjustment Board,https://www.collierclerk.com/board-records-vab/value-adjustment-board,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Columbia,County Property Appraiser,http://columbia.floridapa.com/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Columbia,County Tax Collector,http://www.columbiataxcollector.com/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Columbia,County Clerk / Value Adjustment Board,https://columbiaclerk.com/value-adjustment-board/,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,DeSoto,County Property Appraiser,http://www.desotopa.com/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,DeSoto,County Tax Collector,http://www.desotocountytaxcollector.com/,ANNUAL_TAX|DELINQUENT_TAX|TAX_CERTIFICATE|PAYMENT_STATUS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,DeSoto,County Clerk / Value Adjustment Board,https://desotobocc.com/165/Value-Adjustment-Board,CASE_NUMBER|TAX_SALE|SALE_STATUS|RECORDED_DOCUMENTS|LIENS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
FL,Dixie,County Property Appraiser,http://www.qpublic.net/dixie/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
